"HomePlanet","CryoSleep","Destination","Age","VIP","Group_id","Deck","Num","Side","Group_size","LuxuryExpenses","RegularExpenses"
"Europa","False","TRAPPIST-1e",14,"False",6875,"B",230,"P",3,4765,689
"Europa","False","55 Cancri e",41,"False",6875,"B",230,"P",3,551,3146
"Earth","False","TRAPPIST-1e",20,"False",6876,"F",1313,"S",3,22,670
"Earth","False","TRAPPIST-1e",0,"False",6876,"G",1118,"S",3,0,0
"Earth","True","TRAPPIST-1e",2,"False",6876,"G",1118,"S",3,0,0
"Earth","False","55 Cancri e",22,"False",6877,"F",1429,"P",1,483,155
"Mars","True","TRAPPIST-1e",29,"False",6878,"F",1314,"S",1,0,0
"Mars","False","55 Cancri e",35,"False",6881,"D",210,"S",1,705,1073
"Earth","True","TRAPPIST-1e",20,"False",6884,"G",1115,"P",1,0,0
"Earth","True","PSO J318.5-22",16,"False",6886,"G",1121,"S",1,0,0
"Europa","False","TRAPPIST-1e",38,"False",6888,"C",219,"P",4,822,1720
"Europa","True","TRAPPIST-1e",35,"False",6888,"C",219,"P",4,0,0
"Europa","False","TRAPPIST-1e",19,"False",6888,"C",219,"P",4,0,0
"Europa","False","PSO J318.5-22",25,"True",6888,"C",219,"P",4,5270,150
"Earth","False","TRAPPIST-1e",32,"False",6890,"E",458,"S",1,775,15
"Earth","False","TRAPPIST-1e",24,"False",6897,"E",439,"P",1,693,1
"Earth","True","TRAPPIST-1e",20,"False",6904,"G",1116,"P",3,0,0
"Earth","True","TRAPPIST-1e",27,"False",6904,"G",1116,"P",3,0,0
"Earth","False","TRAPPIST-1e",18,"False",6904,"G",1116,"P",3,77,768
"Europa","True","TRAPPIST-1e",31,"False",6909,"B",231,"P",1,0,0
"Earth","True","TRAPPIST-1e",47,"False",6914,"G",1125,"S",1,0,0
"Europa","True","TRAPPIST-1e",58,"False",6916,"B",232,"P",1,0,0
"Earth","True","PSO J318.5-22",37,"False",6919,"F",29.7939270537375,"S",1,0,0
"Earth","True","PSO J318.5-22",35,"False",6922,"G",1119,"P",1,0,0
"Mars","True","TRAPPIST-1e",38,"False",6923,"F",1434,"P",1,0,0
"Earth","False","TRAPPIST-1e",32,"False",6927,"G",1121,"P",1,644,270
"Europa","True","55 Cancri e",35,"False",6933,"E",442,"P",2,0,0
"Europa","False","TRAPPIST-1e",27,"False",6933,"E",442,"P",2,0,0
"Earth","False","TRAPPIST-1e",61,"False",6935,"F",1437,"P",1,703,0
"Mars","False","TRAPPIST-1e",72,"False",6936,"D",218,"P",3,2596,193
"Mars","False","TRAPPIST-1e",30,"False",6936,"E",444,"P",3,2103,0
"Mars","True","TRAPPIST-1e",14,"False",6936,"F",1438,"P",3,0,0
"Earth","True","TRAPPIST-1e",28,"False",6938,"G",1123,"P",1,0,0
"Earth","True","TRAPPIST-1e",20,"False",6941,"G",1125,"P",1,0,0
"Earth","True","TRAPPIST-1e",41,"False",6942,"G",1132,"S",1,0,0
"Earth","True","TRAPPIST-1e",29,"False",6948,"G",1133,"S",1,0,0
"Europa","True","TRAPPIST-1e",32,"False",6952,"C",224,"P",1,0,0
"Earth","False","TRAPPIST-1e",33,"False",6953,"F",1440,"P",1,262,608
"Earth","False","TRAPPIST-1e",27,"False",6955,"F",1441,"P",1,304,384
"Earth","False","55 Cancri e",21,"False",6956,"F",1442,"P",1,587,0
"Earth","False","TRAPPIST-1e",21,"False",6958,"F",1443,"P",1,107,653
"Earth","False","TRAPPIST-1e",18,"False",6959,"F",1327,"S",3,2090,0
"Earth","True","55 Cancri e",3,"False",6959,"G",1134,"S",3,0,0
"Earth","True","PSO J318.5-22",0,"False",6959,"G",1134,"S",3,0,0
"Europa","False","TRAPPIST-1e",41,"False",6961,"A",85,"S",2,1478,620
"Europa","False","TRAPPIST-1e",57,"False",6961,"D",211,"S",2,9714,2847
"Mars","True","TRAPPIST-1e",50,"False",6965,"F",1445,"P",1,0,0
"Mars","False","TRAPPIST-1e",54,"False",6969,"F",1448,"P",1,2539,60
"Earth","False","TRAPPIST-1e",49,"False",6974,"F",1329,"S",1,803,0
"Mars","False","TRAPPIST-1e",19,"False",6975,"F",1330,"S",1,1874,157
"Mars","True","TRAPPIST-1e",51,"False",6983,"F",1449,"P",2,0,0
"Mars","False","TRAPPIST-1e",30.6304201171018,"False",6983,"E",448,"P",2,2017,66
"Earth","True","55 Cancri e",5,"False",6986,"G",1129,"P",8,0,0
"Earth","False","TRAPPIST-1e",13,"False",6986,"F",1451,"P",8,1967,50
"Earth","True","PSO J318.5-22",0,"False",6986,"G",1129,"P",8,0,0
"Earth","False","55 Cancri e",8,"False",6986,"G",1129,"P",8,0,0
"Earth","True","TRAPPIST-1e",27,"False",6986,"G",1129,"P",8,0,0
"Earth","False","PSO J318.5-22",13,"False",6986,"F",1451,"P",8,0,878
"Earth","False","TRAPPIST-1e",47,"False",6986,"F",1451,"P",8,21,806
"Earth","True","TRAPPIST-1e",6,"False",6986,"G",1129,"P",8,0,0
"Earth","True","TRAPPIST-1e",59,"False",6989,"G",1140,"S",1,0,0
"Earth","False","55 Cancri e",20,"False",6993,"F",1333,"S",1,888,352
"Mars","True","TRAPPIST-1e",35,"False",7000,"F",1335,"S",1,0,0
"Earth","False","TRAPPIST-1e",22,"False",7003,"F",1336,"S",1,361,332
"Mars","False","55 Cancri e",16,"False",7009,"D",214,"S",2,2439,332
"Mars","False","TRAPPIST-1e",18,"False",7009,"D",32.1297303196765,"S",2,2354,868
"Mars","True","TRAPPIST-1e",26,"False",7012,"F",1456,"P",1,0,0
"Earth","False","TRAPPIST-1e",19,"False",7023,"F",28.6721907900523,"S",1,590,161
"Mars","True","55 Cancri e",23,"False",7024,"E",468,"S",1,0,0
"Earth","False","TRAPPIST-1e",21,"False",7030,"G",1149,"S",1,747,141
"Earth","False","TRAPPIST-1e",32,"False",7033,"F",1460,"P",1,136,7
"Earth","True","PSO J318.5-22",25,"False",7035,"F",1342,"S",1,0,0
"Earth","True","PSO J318.5-22",50,"False",7043,"G",1151,"S",1,0,0
"Europa","False","55 Cancri e",27,"False",7046,"T",3,"S",3,6478,400
"Europa","False","55 Cancri e",44,"False",7046,"T",3,"S",3,2073,1190
"Europa","False","TRAPPIST-1e",47,"False",7046,"T",3,"S",3,2508,339
"Europa","False","TRAPPIST-1e",58,"False",7054,"C",258,"S",2,28,3770
"Europa","True","55 Cancri e",27,"False",7054,"C",258,"S",2,0,0
"Mars","True","TRAPPIST-1e",52,"False",7055,"F",1345,"S",1,0,0
"Earth","False","TRAPPIST-1e",21,"False",7063,"F",1465,"P",2,58,750
"Earth","False","TRAPPIST-1e",25,"False",7063,"E",452,"P",2,5647,1
"Earth","False","PSO J318.5-22",31,"False",7064,"E",470,"S",1,0,625
"Earth","True","TRAPPIST-1e",28,"False",7065,"E",471,"S",1,0,0
"Earth","False","TRAPPIST-1e",42,"False",7066,"F",1348,"S",2,1520,1005
"Earth","True","TRAPPIST-1e",49,"False",7066,"G",1157,"S",2,0,0
"Earth","False","TRAPPIST-1e",3,"False",7067,"G",1158,"S",3,0,0
"Earth","True","TRAPPIST-1e",5,"False",7067,"G",1158,"S",3,0,0
"Earth","False","TRAPPIST-1e",24.9202921040986,"False",7067,"F",1349,"S",3,873,0
"Europa","False","55 Cancri e",57,"False",7070,"A",74,"P",1,89,1830
"Mars","False","TRAPPIST-1e",29,"False",7075,"E",453,"P",1,1071,227
"Earth","True","TRAPPIST-1e",29,"False",7076,"G",1139,"P",1,0,0
"Europa","False","TRAPPIST-1e",21,"False",7081,"B",234,"P",2,970,9337
"Europa","True","55 Cancri e",25,"False",7081,"B",234,"P",2,0,0
"Europa","False","55 Cancri e",26,"False",7100,"A",76,"P",2,39,5283
"Europa","False","55 Cancri e",33,"True",7100,"A",76,"P",2,5879,2129
"Europa","False","55 Cancri e",43,"False",7101,"B",235,"P",2,7207,5798
"Europa","False","55 Cancri e",26,"False",7101,"B",235,"P",2,3493,2527
"Europa","True","TRAPPIST-1e",13,"False",7102,"E",455,"P",1,0,0
"Mars","False","TRAPPIST-1e",30,"False",7103,"E",456,"P",2,879,420
"Mars","True","55 Cancri e",8,"False",7103,"F",1472,"P",2,0,0
"Earth","True","PSO J318.5-22",27.0866768598567,"False",7107,"G",1145,"P",1,0,0
"Europa","False","TRAPPIST-1e",23,"False",7108,"C",261,"S",1,3884,3142
"Earth","False","TRAPPIST-1e",22,"False",7112,"F",1360,"S",1,22,1367
"Mars","True","TRAPPIST-1e",36,"False",7115,"F",1474,"P",1,0,0
"Earth","False","TRAPPIST-1e",35,"False",7122,"F",1364,"S",1,0,904
"Earth","False","TRAPPIST-1e",26,"False",7123,"F",28.6721907900523,"S",1,750,338
"Europa","True","TRAPPIST-1e",15,"False",7124,"C",229,"P",3,0,0
"Europa","True","55 Cancri e",18,"False",7124,"C",229,"P",3,0,0
"Europa","False","TRAPPIST-1e",41,"False",7124,"C",229,"P",3,1623,2925
"Mars","True","PSO J318.5-22",41,"False",7125,"F",32.1089641171426,"S",1,0,0
"Earth","False","TRAPPIST-1e",22,"False",7129,"F",1367,"S",1,561,2621
"Earth","True","55 Cancri e",13.3577923820347,"False",7130,"G",1147,"P",7,0,0
"Earth","True","PSO J318.5-22",0,"False",7130,"G",1147,"P",7,0,0
"Earth","False","TRAPPIST-1e",16,"False",7130,"F",1477,"P",7,17,161
"Earth","False","PSO J318.5-22",27,"False",7130,"E",457,"P",7,689,0
"Earth","False","55 Cancri e",13,"False",7130,"G",1147,"P",7,0,0
"Earth","False","55 Cancri e",1,"False",7130,"G",1147,"P",7,0,0
"Earth","False","TRAPPIST-1e",32,"False",7130,"G",1147,"P",7,808,2
"Earth","False","TRAPPIST-1e",35,"False",7131,"F",1478,"P",1,24,1240
"Earth","True","TRAPPIST-1e",40,"False",7135,"G",1166,"S",4,0,0
"Earth","False","55 Cancri e",17,"False",7135,"F",1369,"S",4,2,799
"Earth","False","PSO J318.5-22",49,"False",7135,"F",1369,"S",4,37,1477
"Earth","True","TRAPPIST-1e",21,"False",7135,"G",1166,"S",4,0,0
"Earth","True","55 Cancri e",9,"False",7136,"G",1149,"P",1,0,0
"Mars","False","TRAPPIST-1e",27,"False",7138,"F",1370,"S",1,1298,523
"Europa","False","TRAPPIST-1e",59,"False",7139,"C",230,"P",1,3600,186
"Earth","False","PSO J318.5-22",25,"False",7141,"F",1480,"P",1,155,403
"Earth","False","TRAPPIST-1e",21,"False",7145,"F",1373,"S",1,1543,747
"Earth","False","TRAPPIST-1e",15,"False",7146,"F",1481,"P",1,3067,8
"Europa","True","55 Cancri e",28,"False",7147,"C",262,"S",1,0,0
"Earth","False","TRAPPIST-1e",42,"False",7150,"E",458,"P",2,272,387
"Earth","True","TRAPPIST-1e",22,"False",7150,"G",1151,"P",2,0,0
"Earth","False","TRAPPIST-1e",21,"False",7153,"F",1374,"S",1,463,216
"Earth","False","TRAPPIST-1e",48,"False",7154,"F",1483,"P",1,859,24
"Earth","False","TRAPPIST-1e",24,"False",7158,"F",1484,"P",1,535,154
"Europa","True","TRAPPIST-1e",47,"False",7163,"C",231,"P",3,0,0
"Europa","True","55 Cancri e",13,"False",7163,"C",231,"P",3,0,0
"Europa","False","55 Cancri e",32,"False",7163,"C",231,"P",3,9979,2367
"Earth","False","PSO J318.5-22",29,"False",7164,"G",1153,"P",1,247,220
"Earth","True","TRAPPIST-1e",35,"False",7169,"G",1169,"S",1,0,0
"Mars","False","TRAPPIST-1e",24,"False",7172,"E",477,"S",2,1625,456
"Mars","False","TRAPPIST-1e",52,"False",7172,"E",477,"S",2,1369,0
"Earth","False","TRAPPIST-1e",21,"False",7174,"F",1379,"S",1,636,8
"Mars","True","TRAPPIST-1e",36,"False",7178,"F",1487,"P",1,0,0
"Earth","True","TRAPPIST-1e",19,"False",7183,"F",28.6721907900523,"S",1,0,0
"Europa","True","TRAPPIST-1e",39,"False",7185,"D",224,"P",1,0,0
"Earth","True","TRAPPIST-1e",59,"False",7195,"G",1173,"S",1,0,0
"Mars","True","55 Cancri e",45,"False",7196,"F",1491,"P",1,0,0
"Earth","True","PSO J318.5-22",25,"False",7198,"G",1159,"P",1,0,0
"Mars","False","TRAPPIST-1e",64,"False",7201,"F",1384,"S",1,589,1023
"Mars","False","55 Cancri e",24,"False",7204,"F",1385,"S",1,1593,0
"Europa","False","TRAPPIST-1e",36,"False",7209,"E",479,"S",2,0,0
"Europa","False","TRAPPIST-1e",26,"False",7209,"E",479,"S",2,564,2768
"Mars","False","TRAPPIST-1e",31,"False",7211,"E",480,"S",1,1827,271
"Earth","False","TRAPPIST-1e",18,"False",7212,"F",1388,"S",1,0,1201
"Earth","True","PSO J318.5-22",21,"False",7213,"G",1162,"P",1,0,0
"Europa","False","TRAPPIST-1e",34,"False",7220,"B",272,"S",1,2482,207
"Earth","False","TRAPPIST-1e",32,"False",7222,"F",1496,"P",1,1,948
"Mars","True","TRAPPIST-1e",19,"False",7223,"F",1390,"S",1,0,0
"Earth","True","TRAPPIST-1e",18,"False",7228,"G",1176,"S",1,0,0
"Earth","False","TRAPPIST-1e",39,"False",7231,"F",1498,"P",1,1441,7
"Earth","False","55 Cancri e",24.6134884398956,"False",7237,"G",1179,"S",1,0,0
"Earth","True","TRAPPIST-1e",19,"False",7239,"G",1164,"P",1,0,0
"Europa","True","TRAPPIST-1e",16,"False",7241,"A",88,"S",2,0,0
"Europa","False","TRAPPIST-1e",24,"False",7241,"A",88,"S",2,7710,1627
"Earth","True","TRAPPIST-1e",2,"False",7243,"G",1180,"S",5,0,0
"Earth","True","TRAPPIST-1e",10,"False",7243,"G",1180,"S",5,0,0
"Earth","True","TRAPPIST-1e",2,"False",7243,"G",1180,"S",5,0,0
"Earth","False","55 Cancri e",21,"False",7243,"F",1393,"S",5,979,256
"Earth","True","PSO J318.5-22",5,"False",7243,"G",1180,"S",5,0,0
"Earth","True","PSO J318.5-22",29,"False",7244,"G",1181,"S",1,0,0
"Mars","False","TRAPPIST-1e",41,"False",7245,"F",1394,"S",1,149,2217
"Mars","False","55 Cancri e",32,"False",7248,"F",1500,"P",2,998,84
"Mars","True","TRAPPIST-1e",23,"False",7248,"F",1500,"P",2,0,0
"Earth","True","PSO J318.5-22",23,"False",7251,"G",1165,"P",1,0,0
"Earth","False","TRAPPIST-1e",40,"False",7254,"E",483,"S",1,1626,0
"Mars","False","TRAPPIST-1e",45,"False",7262,"F",1504,"P",1,967,1513
"Earth","False","TRAPPIST-1e",30,"False",7263,"F",1399,"S",1,326,478
"Earth","False","TRAPPIST-1e",56,"False",7264,"F",1400,"S",1,759,0
"Earth","False","TRAPPIST-1e",13,"False",7265,"F",28.6721907900523,"S",1,182,462
"Earth","False","TRAPPIST-1e",19,"False",7266,"G",1182,"S",3,770,39
"Earth","True","TRAPPIST-1e",46,"False",7266,"G",1182,"S",3,0,0
"Earth","False","TRAPPIST-1e",0,"False",7266,"G",1182,"S",3,0,0
"Earth","False","PSO J318.5-22",60,"False",7269,"F",1505,"P",2,611,0
"Earth","True","TRAPPIST-1e",39,"False",7269,"G",1169,"P",2,0,0
"Earth","True","PSO J318.5-22",20,"False",7272,"G",1172,"P",1,0,0
"Earth","False","PSO J318.5-22",64,"False",7275,"F",1402,"S",1,258,2414
"Europa","False","TRAPPIST-1e",34,"False",7281,"C",266,"S",1,1238,1415
"Earth","True","PSO J318.5-22",30,"False",7282,"G",1173,"P",1,0,0
"Mars","False","TRAPPIST-1e",62,"False",7286,"D",226,"P",1,961,0
"Europa","True","TRAPPIST-1e",29,"False",7287,"B",274,"S",1,0,0
"Earth","False","TRAPPIST-1e",33,"False",7288,"F",1403,"S",1,631,248
"Earth","True","TRAPPIST-1e",31,"False",7291,"G",1186,"S",1,0,0
"Earth","False","TRAPPIST-1e",51,"False",7293,"E",469,"P",1,298,491
"Earth","False","TRAPPIST-1e",23,"False",7294,"G",1187,"S",1,516,22
"Earth","False","TRAPPIST-1e",18,"False",7295,"E",470,"P",2,97,607
"Earth","False","TRAPPIST-1e",47,"False",7295,"E",470,"P",2,1095,1335
"Earth","False","TRAPPIST-1e",58,"False",7299,"F",1404,"S",1,15,806
"Europa","True","TRAPPIST-1e",46,"False",7308,"C",267,"S",1,0,0
"Mars","False","TRAPPIST-1e",44,"False",7312,"D",230,"P",1,454,2561
"Earth","True","TRAPPIST-1e",19,"False",7315,"G",1175,"P",1,0,0
"Earth","False","PSO J318.5-22",43,"False",7316,"F",1515,"P",1,23,727
"Earth","False","TRAPPIST-1e",21,"False",7317,"F",1406,"S",1,699,0
"Mars","False","PSO J318.5-22",29,"False",7318,"F",1407,"S",1,1072,319
"Earth","False","PSO J318.5-22",13,"False",7319,"G",1176,"P",3,446,713
"Earth","False","PSO J318.5-22",16,"False",7319,"G",1176,"P",3,27,807
"Earth","False","TRAPPIST-1e",25,"False",7319,"F",1516,"P",3,0,733
"Earth","False","TRAPPIST-1e",19,"False",7325,"E",472,"P",1,1167,452
"Europa","False","TRAPPIST-1e",29,"False",7329,"E",473,"P",3,1749,2978
"Europa","False","TRAPPIST-1e",35,"True",7329,"E",473,"P",3,922,3131
"Europa","False","55 Cancri e",56,"False",7329,"E",473,"P",3,318,4533
"Earth","False","TRAPPIST-1e",20,"False",7333,"E",489,"S",1,629,158
"Earth","True","PSO J318.5-22",38,"False",7335,"G",1177,"P",1,0,0
"Mars","False","TRAPPIST-1e",18,"False",7345,"F",1521,"P",1,1242,107
"Mars","False","TRAPPIST-1e",26,"False",7348,"F",1414,"S",3,1189,632
"Mars","True","55 Cancri e",0,"False",7348,"F",1414,"S",3,0,0
"Mars","False","TRAPPIST-1e",2,"False",7348,"F",1414,"S",3,0,0
"Earth","False","TRAPPIST-1e",36,"False",7349,"G",1180,"P",1,475,152
"Earth","False","PSO J318.5-22",25,"False",7352,"F",1415,"S",1,1197,102
"Europa","True","TRAPPIST-1e",2,"False",7354,"B",242,"P",6,0,0
"Europa","False","TRAPPIST-1e",0,"False",7354,"B",242,"P",6,0,0
"Europa","True","TRAPPIST-1e",18,"False",7354,"B",242,"P",6,0,0
"Europa","False","TRAPPIST-1e",60,"False",7354,"B",242,"P",6,9435,2050
"Europa","True","PSO J318.5-22",26,"False",7354,"B",242,"P",6,0,0
"Europa","False","TRAPPIST-1e",36,"False",7354,"B",242,"P",6,750,911
"Mars","False","TRAPPIST-1e",22,"False",7355,"E",491,"S",1,1293,5
"Earth","True","55 Cancri e",21,"False",7357,"G",1193,"S",1,0,0
"Earth","False","TRAPPIST-1e",37,"False",7362,"G",1195,"S",1,726,84
"Earth","True","TRAPPIST-1e",65,"False",7363,"G",1182,"P",1,0,0
"Earth","False","TRAPPIST-1e",44,"False",7364,"G",1196,"S",1,1,0
"Europa","True","TRAPPIST-1e",31,"False",7368,"F",34.4493852486953,"S",1,0,0
"Mars","False","TRAPPIST-1e",31,"False",7369,"F",1524,"P",1,1891,20
"Europa","True","TRAPPIST-1e",21,"False",7373,"B",275,"S",2,0,0
"Europa","True","TRAPPIST-1e",47,"False",7373,"B",275,"S",2,0,0
"Earth","False","TRAPPIST-1e",19,"False",7375,"E",493,"S",1,30,758
"Earth","False","TRAPPIST-1e",33,"False",7378,"F",1528,"P",1,1605,645
"Europa","False","TRAPPIST-1e",25,"False",7380,"B",276,"S",4,0,0
"Europa","True","TRAPPIST-1e",16,"False",7380,"B",276,"S",4,0,0
"Europa","False","TRAPPIST-1e",44,"False",7380,"B",276,"S",4,3319,80
"Europa","False","TRAPPIST-1e",9,"False",7380,"B",276,"S",4,0,0
"Earth","True","PSO J318.5-22",15,"False",7381,"G",1187,"P",1,0,0
"Earth","True","PSO J318.5-22",34,"False",7382,"G",1197,"S",1,0,0
"Earth","True","55 Cancri e",24,"False",7383,"G",1188,"P",2,0,0
"Earth","False","TRAPPIST-1e",39,"False",7383,"F",1529,"P",2,669,134
"Earth","False","TRAPPIST-1e",27,"False",7384,"E",494,"S",1,873,0
"Earth","True","TRAPPIST-1e",34,"False",7386,"G",1189,"P",1,0,0
"Mars","True","TRAPPIST-1e",24,"False",7389,"F",1530,"P",1,0,0
"Europa","False","TRAPPIST-1e",43,"False",7397,"B",243,"P",1,0,0
"Earth","False","PSO J318.5-22",41,"False",7400,"F",1532,"P",1,714,0
"Earth","True","TRAPPIST-1e",26,"False",7404,"G",1199,"S",1,0,0
"Mars","False","TRAPPIST-1e",27,"False",7407,"E",480,"P",1,214,1084
"Earth","False","TRAPPIST-1e",39,"False",7409,"F",26.7962414470754,"S",2,885,0
"Earth","False","TRAPPIST-1e",34,"False",7409,"F",1421,"S",2,14,789
"Europa","True","55 Cancri e",33,"False",7412,"C",273,"S",1,0,0
"Earth","True","TRAPPIST-1e",16,"False",7413,"G",1196,"P",2,0,0
"Earth","True","TRAPPIST-1e",6,"False",7413,"G",1196,"P",2,0,0
"Mars","False","55 Cancri e",13,"False",7414,"D",222,"S",1,1951,17
"Earth","False","TRAPPIST-1e",50,"False",7415,"G",1202,"S",1,497,3
"Earth","False","TRAPPIST-1e",24,"False",7417,"F",1422,"S",2,1289,232
"Earth","False","TRAPPIST-1e",18,"False",7417,"G",1203,"S",2,2389,228
"Earth","False","TRAPPIST-1e",24,"False",7420,"F",1536,"P",1,689,0
"Earth","True","PSO J318.5-22",16,"False",7421,"G",1198,"P",2,0,0
"Earth","False","PSO J318.5-22",22,"False",7421,"F",1537,"P",2,0,796
"Mars","False","TRAPPIST-1e",13,"False",7423,"F",1538,"P",2,1093,55
"Mars","True","55 Cancri e",29,"False",7423,"F",1538,"P",2,0,0
"Earth","False","TRAPPIST-1e",30,"False",7424,"G",1199,"P",1,566,61
"Europa","True","TRAPPIST-1e",25,"False",7426,"C",274,"S",3,0,0
"Europa","True","TRAPPIST-1e",23,"False",7426,"C",274,"S",3,0,0
"Europa","True","55 Cancri e",28,"False",7426,"C",274,"S",3,0,0
"Earth","True","PSO J318.5-22",37,"False",7433,"G",1201,"P",1,0,0
"Earth","False","TRAPPIST-1e",21,"False",7434,"E",482,"P",1,1617,3
"Europa","False","TRAPPIST-1e",54,"False",7439,"B",280,"S",2,1758,384
"Europa","True","55 Cancri e",21,"False",7439,"B",280,"S",2,0,0
"Earth","False","TRAPPIST-1e",36,"False",7440,"F",28.6721907900523,"S",1,834,64
"Europa","True","TRAPPIST-1e",21,"False",7441,"B",245,"P",1,0,0
"Earth","True","PSO J318.5-22",21,"False",7443,"G",1207,"S",1,0,0
"Earth","False","TRAPPIST-1e",23,"False",7451,"F",1542,"P",1,617,2118
"Earth","False","PSO J318.5-22",40,"False",7454,"G",1209,"S",1,457,83
"Earth","False","TRAPPIST-1e",18,"False",7463,"F",28.6721907900523,"S",1,677,0
"Earth","False","TRAPPIST-1e",25,"False",7465,"E",497,"S",1,204,701
"Mars","False","TRAPPIST-1e",24,"False",7466,"F",1425,"S",1,1289,0
"Europa","False","TRAPPIST-1e",37,"False",7467,"E",484,"P",1,1232,203
"Europa","False","TRAPPIST-1e",25,"False",7468,"E",498,"S",1,146,691
"Earth","False","TRAPPIST-1e",24,"False",7469,"F",28.6721907900523,"S",1,456,319
"Earth","True","TRAPPIST-1e",3,"False",7470,"G",1213,"S",1,0,0
"Earth","True","TRAPPIST-1e",2,"False",7471,"G",1208,"P",2,0,0
"Earth","False","TRAPPIST-1e",22,"False",7471,"G",1208,"P",2,486,270
"Earth","False","TRAPPIST-1e",24,"False",7473,"F",1427,"S",2,734,2
"Earth","False","55 Cancri e",17,"False",7473,"F",1427,"S",2,376,519
"Earth","True","TRAPPIST-1e",53,"False",7474,"G",1214,"S",1,0,0
"Earth","False","TRAPPIST-1e",23,"False",7476,"F",1428,"S",1,12,1017
"Earth","False","55 Cancri e",29,"False",7480,"F",1430,"S",1,580,28
"Mars","True","TRAPPIST-1e",21,"False",7482,"F",1547,"P",2,0,0
"Mars","False","TRAPPIST-1e",22,"False",7482,"F",1547,"P",2,1713,976
"Earth","False","TRAPPIST-1e",2,"False",7489,"G",1211,"P",3,0,0
"Earth","False","TRAPPIST-1e",24.9202921040986,"False",7489,"F",1548,"P",3,776,26
"Earth","False","TRAPPIST-1e",20,"False",7489,"G",1211,"P",3,4,0
"Earth","True","TRAPPIST-1e",14,"False",7491,"G",1212,"P",1,0,0
"Earth","False","PSO J318.5-22",26,"False",7493,"F",1549,"P",1,1,742
"Earth","True","TRAPPIST-1e",23,"False",7497,"G",1218,"S",1,0,0
"Earth","False","TRAPPIST-1e",21,"False",7511,"G",1213,"P",1,10542,4595
"Earth","False","TRAPPIST-1e",20,"False",7516,"F",1556,"P",1,7,709
"Earth","False","TRAPPIST-1e",19,"False",7519,"F",1558,"P",1,2771,0
"Europa","True","TRAPPIST-1e",29,"False",7526,"D",225,"S",1,0,0
"Earth","True","TRAPPIST-1e",58,"False",7528,"G",1220,"S",4,0,0
"Earth","True","55 Cancri e",13,"False",7528,"G",1220,"S",4,0,0
"Earth","False","TRAPPIST-1e",32,"False",7528,"F",1438,"S",4,803,0
"Earth","True","55 Cancri e",23,"False",7528,"G",1220,"S",4,0,0
"Europa","True","55 Cancri e",38,"False",7530,"B",285,"S",4,0,0
"Europa","False","55 Cancri e",47,"False",7530,"B",285,"S",4,4572,3361
"Europa","False","TRAPPIST-1e",38,"False",7530,"B",285,"S",4,3887,1222
"Europa","False","55 Cancri e",47,"False",7530,"B",285,"S",4,10076,744
"Earth","True","55 Cancri e",20,"False",7532,"G",1222,"S",1,0,0
"Earth","True","55 Cancri e",32,"False",7537,"G",1224,"S",1,0,0
"Europa","True","TRAPPIST-1e",42,"False",7539,"C",242,"P",2,0,0
"Europa","False","TRAPPIST-1e",34,"False",7539,"C",242,"P",2,867,4411
"Earth","False","TRAPPIST-1e",60,"False",7540,"F",1563,"P",1,572,203
"Mars","True","TRAPPIST-1e",30,"False",7541,"F",1441,"S",3,0,0
"Mars","True","TRAPPIST-1e",11,"False",7541,"F",1441,"S",3,0,0
"Mars","True","TRAPPIST-1e",45,"False",7541,"E",500,"S",3,0,0
"Europa","True","55 Cancri e",39,"True",7546,"C",243,"P",1,0,0
"Earth","False","TRAPPIST-1e",19,"False",7547,"F",1565,"P",1,70,1379
"Earth","False","TRAPPIST-1e",18,"False",7548,"F",1566,"P",1,726,572
"Earth","False","PSO J318.5-22",34,"False",7551,"F",1443,"S",1,1,1349
"Earth","True","TRAPPIST-1e",25.9649405961714,"False",7554,"G",1226,"S",1,0,0
"Earth","False","55 Cancri e",30,"False",7555,"E",491,"P",1,1553,784
"Europa","True","TRAPPIST-1e",48,"False",7556,"C",280,"S",4,0,0
"Europa","True","55 Cancri e",38,"False",7556,"C",280,"S",4,0,0
"Europa","False","TRAPPIST-1e",33,"False",7556,"C",31.9190115482922,"S",4,783,673
"Europa","True","55 Cancri e",47,"False",7556,"C",280,"S",4,0,0
"Mars","False","TRAPPIST-1e",29,"False",7557,"F",1567,"P",3,1168,606
"Mars","True","TRAPPIST-1e",8,"False",7557,"F",1567,"P",3,0,0
"Mars","True","TRAPPIST-1e",47,"False",7557,"F",1567,"P",3,0,0
"Mars","False","TRAPPIST-1e",26,"True",7558,"E",492,"P",2,1141,967
"Mars","True","55 Cancri e",13,"False",7558,"F",1568,"P",2,0,0
"Earth","False","TRAPPIST-1e",18,"False",7562,"F",1446,"S",1,649,6
"Mars","False","TRAPPIST-1e",27,"False",7564,"F",1447,"S",1,1444,0
"Europa","False","TRAPPIST-1e",27,"False",7566,"D",236,"P",1,1262,1822
"Europa","False","TRAPPIST-1e",30,"False",7570,"B",248,"P",2,0,0
"Europa","False","TRAPPIST-1e",25,"False",7570,"B",248,"P",2,6057,10302
"Mars","False","TRAPPIST-1e",26,"False",7571,"D",238,"P",1,1042,140
"Earth","False","TRAPPIST-1e",20,"False",7575,"F",1448,"S",1,761,0
